Name,Team,Level,Age,AB,PA,H,1B,2B,3B,HR,RBI,SB,R,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
"Blaine Crim","TEX","AAA",28,427,492,120,72,26,1,21,85,4,67,0.113821138,0.182926829,0.622222222,0.281030444,0.369918699,0.494145199,0.864063898,0.213114755,3.100351908262433,0.310344827,-1.7251226333901286,80.39065846895684,8.134158463234805,0.3777410852127388,112.7690890904322,"25714"
"Andre Lipcius","CHW","AAA",27,371,421,89,49,21,1,18,71,3,56,0.087885985,0.182897862,0.48051948,0.239892183,0.318289786,0.447439353,0.765729139,0.20754717,3.510469983355625,0.252669039,-1.1105993557721376,54.985188068605275,-0.10978314115920057,0.3388808928872514,91.6986966082874,"25822"
"Logan Davidson","HOU","AAA",27,344,423,86,57,18,1,10,51,7,60,0.172576832,0.281323877,0.613445378,0.25,0.385342789,0.395348837,0.780691626,0.145348837,4.432562251589878,0.350230414,-0.6299233655445278,63.4058299491095,1.28286348077531,0.36299190461918074,97.37496464579175,"25844"
"Kevin Alcantara","CHC","AAA",22,379,430,101,58,26,0,17,69,10,55,0.111627906,0.297674418,0.375,0.266490765,0.348837209,0.469656992,0.818494201,0.203166227,3.6667439147320358,0.355932203,-0.7360135959461331,65.16181358193941,8.88904013728685,0.3637856867424277,109.70767774139236,"25971"
"Matthew Lugo","LAA","AAA",24,424,462,111,65,28,5,13,60,11,63,0.069264069,0.294372294,0.235294117,0.261792452,0.319565217,0.443396226,0.762961443,0.181603774,6.162560922742443,0.356363636,-2.1787835131399333,58.02863594671776,-9.82197991231391,0.3364611720261366,81.06769035011963,"25980"
"Vaughn Grissom","BOS","AAA",24,370,418,100,63,24,0,13,48,9,69,0.088516746,0.174641148,0.506849315,0.27027027,0.342105263,0.44054054,0.782645803,0.17027027,4.874636212100796,0.301038062,-0.012108242139220238,58.41280838778003,3.710437922978242,0.34975204827112444,105.95448333773592,"26031"
"Tristin English","ARI","AAA,CPX",28,395,428,128,81,31,0,16,79,0,57,0.051401869,0.14953271,0.34375,0.324050632,0.367681498,0.524050632,0.89173213,0.2,1.4301705712500001,0.352201257,-0.8136269189417362,74.4228172134401,11.556376619243771,0.3895072202771832,110.52652113060155,"26148"
"Dominic Fletcher","CHW","AAA",27,404,446,105,65,19,4,17,68,7,56,0.065022421,0.195067264,0.333333333,0.25990099,0.316853932,0.452970297,0.769824229,0.193069307,5.278240313285266,0.28852459,-1.2852591527625918,58.381143837533294,0.014499753079709746,0.3392298180065798,91.92289027855949,"26149"
"Darell Hernaiz","OAK","AAA",23,387,445,118,83,28,3,4,50,12,67,0.103370786,0.114606741,0.901960784,0.30490956,0.383219954,0.423772609,0.806992563,0.118863049,6.312391863881045,0.340298507,1.3978681480512023,69.05724897651493,3.703300800607794,0.3688174736202439,96.72483456501303,"26224"
"Kenedy Corona","HOU","AAA",25,377,433,83,60,13,3,7,36,18,50,0.106235565,0.233256351,0.455445544,0.220159151,0.308411214,0.326259946,0.63467116,0.106100795,6.335744925115094,0.280442804,0.19665783317759633,38.384979956236336,-25.20661456099465,0.2960409059702793,70.74349823134503,"26244"
"Oliver Dunn","MIL","AAA",27,400,465,83,52,18,5,8,43,25,53,0.116129032,0.313978494,0.369863013,0.2075,0.315334773,0.3375,0.652834773,0.13,7.561954917398851,0.304878048,1.7385907052084804,47.447730467869526,-13.405385001347778,0.3048923508652343,80.88316831005216,"26295"
"Rece Hinds","CIN","AAA",24,391,436,118,66,26,2,24,83,21,79,0.075688073,0.259174311,0.292035398,0.301790281,0.358620689,0.562659846,0.921280535,0.260869565,6.640232075637638,0.361538461,1.0316405221819878,78.54002160744734,21.482046672869398,0.39781056998789993,138.61832758665912,"27493"
"Owen Caissie","CHC","AAA",22,370,433,106,54,28,2,22,55,5,74,0.131639722,0.279445727,0.47107438,0.286486486,0.385681293,0.551351351,0.937032644,0.264864865,4.4964391625128215,0.366812227,-1.8036862136796117,82.33710660048865,25.671732410873407,0.4097285821311193,139.22721006953515,"27496"
"Justin Foscue","TEX","AAA,CPX",26,407,462,104,57,28,0,19,68,7,66,0.099567099,0.138528138,0.71875,0.255528255,0.336225596,0.464373464,0.80059906,0.208845209,4.305477206214961,0.259938837,0.596820964012295,64.82685543506364,-3.0312550523974635,0.35219395755428556,99.78280593205992,"27501"
"Nick Yorke","PIT","AAA",23,401,440,115,84,21,3,7,59,17,55,0.081818181,0.220454545,0.37113402,0.286783042,0.347727272,0.40648379,0.754211062,0.119700748,5.684218167394196,0.362416107,-0.37834598682820797,58.737506292598134,1.156063698069932,0.3423170851035552,104.00361145620809,"27504"
"Zac Veen","COL","AAA,CPX",23,377,423,109,70,23,5,11,60,15,59,0.092198581,0.203309692,0.453488372,0.289124668,0.358669833,0.464190981,0.822860814,0.175066313,6.526535933753077,0.34751773,-0.3912433865480125,64.09289117611605,1.960764606368135,0.3649582116376786,95.441132892661,"27770"
"Shay Whitcomb","HOU","AAA",26,405,469,108,60,23,0,25,64,16,68,0.1108742,0.255863539,0.433333333,0.266666666,0.360341151,0.508641975,0.868983126,0.241975309,4.7054005334081035,0.315589353,1.26729841157794,76.89343890941119,8.014783416151754,0.37840683579954326,122.04365094633893,"27789"
"Petey Halpin","CLE","AAA",23,493,553,123,75,29,5,14,44,15,86,0.092224231,0.282097649,0.326923076,0.2494929,0.320652173,0.413793103,0.734445276,0.164300203,6.920049823278927,0.332317073,0.5356099018827081,67.58145493936856,-4.7879490487543785,0.32889019957055216,94.85749284878725,"27931"
"Maximo Acosta","MIA","AAA",22,410,465,92,63,13,3,13,50,33,56,0.107526881,0.264516129,0.406504065,0.224390243,0.313978494,0.365853658,0.679832152,0.141463415,6.8599805778204495,0.287272727,1.490780015476048,50.133387568041066,-10.719727901176237,0.3117638270060221,87.40281037527163,"27963"
"Jhostynxon Garcia","BOS","AA,AAA",22,434,489,116,74,17,4,21,75,7,79,0.092024539,0.26789366,0.34351145,0.267281105,0.340163934,0.470046082,0.810210016,0.202764977,6.086113719099466,0.332167832,-0.17739688232541084,72.4085897327643,10.70352886330896,0.35993251363273526,116.25548634780242,"28142"
"Tsung-Che Cheng","PIT","A,AAA",23,348,406,72,56,12,3,1,36,20,36,0.1182266,0.248768472,0.475247524,0.206896551,0.305210918,0.267241379,0.572452297,0.060344828,5.931087227487145,0.284,-0.5672352397814393,31.49492104653585,-21.60640917416346,0.27559442718330746,61.18941969547485,"28344"
"Denzer Guzman","LAA","AA,AAA",21,465,539,115,67,30,1,17,74,14,65,0.115027829,0.254174397,0.452554744,0.247311827,0.3432282,0.425806451,0.769034651,0.178494624,4.6309099658255555,0.311111111,0.2947177826426923,75.8051985499405,11.010545000150117,0.35933481795447214,118.74266942908208,"28816"
"Moises Ballesteros","CHC","AAA",21,446,509,141,98,29,1,13,76,5,62,0.09626719,0.131630648,0.731343283,0.316143497,0.385068762,0.47309417,0.858162932,0.156950673,3.300329809289173,0.342245989,-1.1927666449919343,84.8842669767211,18.273007248050973,0.3819026243992341,121.34829208061578,"28820"
"Carter Jensen","KCR","AA,AAA",21,427,492,124,79,20,5,20,76,10,72,0.121951219,0.247967479,0.491803278,0.290398126,0.376782077,0.50117096,0.877953037,0.210772834,6.083019455861883,0.361111111,0.3502582563087344,85.57831004330907,24.075705260727744,0.39328170747173075,136.11118779410933,"29478"
"Blake Dunn","CIN","AAA",26,354,422,103,80,14,2,7,40,24,59,0.127962085,0.241706161,0.529411764,0.290960451,0.397129186,0.401129943,0.798259129,0.110169492,6.484291890872364,0.390243902,2.217182873748243,66.41908119577721,11.193243071025167,0.3707481538564965,121.23000538558922,"29487"
"Chad Stevens","LAA","AAA",26,458,528,133,87,23,5,18,78,20,82,0.109848484,0.221590909,0.495726495,0.290393013,0.375,0.480349344,0.855349344,0.189956331,6.741569365214614,0.350609756,1.3178268945775926,86.65988046424624,9.116319482495754,0.3786000721368663,107.3131539222951,"29614"
"Niko Kavadas","LAA","AAA",26,434,527,102,55,16,3,28,84,1,76,0.14231499,0.309297912,0.460122699,0.235023041,0.362428842,0.479262672,0.841691514,0.244239631,3.5619214964381998,0.299595141,-1.3795957015827298,82.61864020624436,5.221942029383552,0.3705530881881714,102.30123326142393,"29782"
"Harry Ford","SEA","AAA",22,374,458,106,72,18,0,16,74,7,68,0.161572052,0.192139737,0.84090909,0.283422459,0.408296943,0.459893048,0.868189991,0.176470589,3.1791512769777306,0.329670329,-1.8147653839550912,81.84995108938193,14.58678644990898,0.394550999960004,125.35558702954354,"29958"
"Bob Seymour","TBR","AAA",26,403,443,106,52,21,3,30,87,1,70,0.085778781,0.257336343,0.333333333,0.263027295,0.327313769,0.553349875,0.880663644,0.29032258,4.050496492768763,0.292307692,-0.535939552821219,71.73564935642082,13.761606016929937,0.37614993584726286,121.63680729479476,"30028"
"Carson Williams","TBR","AAA",22,389,451,83,43,12,5,23,55,22,72,0.124168514,0.341463414,0.363636363,0.213367609,0.317777777,0.447300771,0.765078548,0.233933162,8.060518236220517,0.28169014,0.7823764597997069,59.31035232558632,0.2893736661949177,0.33995450841055974,98.38028239994236,"30038"
"Tristan Peters","TBR","AAA",25,482,555,128,82,28,3,15,76,11,73,0.117117117,0.183783783,0.637254901,0.265560165,0.354954954,0.42946058,0.784415534,0.163900415,4.7253525280082975,0.306233062,-2.272923255339265,79.27997797187717,6.648840153779109,0.35344410781825925,107.0477088309569,"30063"
"Oscar Colas","CHW","AA,AAA",26,379,421,78,49,11,3,15,58,5,40,0.090261282,0.254156769,0.355140186,0.205804749,0.277909738,0.369393139,0.647302877,0.16358839,4.615622419527399,0.242307692,-0.32997248135507107,41.87014380327837,-5.33188870318755,0.30716358213696515,91.28213789417136,"30162"
"Cesar Prieto","STL","AAA",26,460,515,138,90,35,4,9,71,12,79,0.075728155,0.13592233,0.557142857,0.3,0.36328125,0.452173913,0.815455163,0.152173913,5.109287632024648,0.335064935,-5.175476333126426,78.77223251929857,11.375771300703063,0.3654711808776483,116.29022744205642,"30163"
"Jimmy Crooks","STL","AAA",23,390,430,107,71,21,1,14,79,0,61,0.08372093,0.265116279,0.315789473,0.274358974,0.337209302,0.441025641,0.778234943,0.166666667,2.29498892125,0.352272727,-0.9220392135903239,59.36360715047076,3.090833705818202,0.3477429797483045,104.89938666177999,"31354"
